protocol_type,service,flag,src_bytes,dst_bytes,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
1,9,5,0,0,0,43,31,9,7,7,63,43,0,0,0
1,45,4,1,0,0,0,0,75,0,1,0,0,93,61,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,37,1
2,45,9,1,0,0,0,0,5,11,1,16,0,47,0,0
1,22,9,269,933,1,0,0,75,0,100,0,0,0,0,1
1,19,5,0,0,0,43,31,16,11,25,63,43,0,0,0
1,3,2,2,763,0,0,0,75,0,1,0,0,0,20,1
1,22,9,262,893,1,0,0,75,0,100,0,0,0,1,1
1,22,9,271,898,1,0,0,75,0,100,0,0,0,0,1
2,11,9,507,1124,0,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,1,7,9,28,43,4,0,0
1,26,1,0,0,0,0,0,12,6,7,0,0,97,61,0
1,34,5,0,0,0,43,31,8,6,7,63,43,0,0,0
1,50,9,609,794,1,0,0,75,0,87,0,0,0,0,1
1,40,1,0,0,0,12,0,0,52,0,0,0,97,61,0
1,19,9,514,0,0,0,0,75,0,17,0,0,5,0,1
1,18,9,452,32,1,0,0,75,0,26,0,0,1,4,1
1,19,5,0,0,0,43,31,5,6,4,63,43,0,0,0
1,56,9,610,599,1,0,0,75,0,15,36,17,4,9,1
0,13,9,397,0,0,0,0,75,0,100,0,0,0,0,1
1,18,5,0,0,0,43,31,4,6,2,63,43,0,0,0
1,29,5,0,0,0,43,31,4,6,3,63,43,0,0,0
1,50,9,681,607,1,0,0,75,0,82,0,0,0,0,1
1,19,9,594,0,0,0,0,75,0,16,35,0,0,0,1
1,22,9,230,676,1,0,0,75,0,100,0,0,0,0,1
1,45,4,1,0,0,0,0,75,0,1,0,0,97,61,0
2,11,9,505,1209,0,0,0,75,0,79,0,0,0,0,1
1,50,9,342,712,1,0,0,75,0,56,2,0,0,5,1
1,19,9,514,0,0,0,0,75,0,5,0,0,2,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,42,29,1
1,22,9,382,748,1,0,0,75,0,100,0,0,0,0,1
1,22,9,267,1260,1,0,0,75,0,100,0,0,0,0,1
1,8,5,0,0,0,43,31,4,5,4,63,43,0,0,0
1,45,1,0,0,0,11,0,0,52,0,12,0,85,61,0
1,22,9,490,1039,1,0,0,75,0,100,0,0,0,0,1
1,22,9,243,911,1,25,21,75,0,100,1,1,0,0,1
1,45,4,0,0,0,0,0,75,0,2,12,0,2,61,0
1,22,9,398,201,1,0,0,75,0,100,0,0,0,0,1
1,40,1,0,0,0,19,0,0,52,0,16,0,82,61,0
1,45,5,0,0,0,43,31,2,5,2,62,43,0,0,0
1,5,5,0,0,0,43,31,7,6,3,63,43,0,0,0
2,11,9,505,878,0,0,0,75,0,100,0,0,0,0,1
1,22,9,256,578,1,0,0,75,0,100,0,0,0,0,1
1,22,9,427,1014,1,0,0,75,0,100,0,0,1,0,1
1,22,9,244,209,1,0,0,75,0,100,0,0,0,0,1
2,11,9,505,1145,0,0,0,75,0,96,0,0,0,0,1
2,40,9,522,834,0,0,0,75,0,100,0,0,0,0,1
1,19,9,282,0,0,0,0,75,0,26,0,0,0,0,1
1,22,9,456,93,1,0,0,75,0,100,0,0,0,0,1
1,19,9,579,0,1,0,0,75,0,17,0,0,0,0,1
1,26,5,0,0,0,43,31,14,5,8,63,43,0,0,0
1,22,9,407,178,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,9,6,1,63,43,0,0,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,58,1
2,45,9,373,0,0,0,0,75,0,56,9,0,34,0,0
1,2,5,0,0,0,43,31,4,6,4,63,43,0,0,0
2,11,9,501,862,0,0,0,75,0,100,0,0,0,0,1
1,22,9,512,1248,1,0,0,75,0,100,0,1,0,0,1
1,19,9,442,0,1,0,0,75,0,100,0,0,0,0,0
1,45,1,0,0,0,4,0,1,51,0,2,0,52,61,0
1,22,9,301,122,1,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
2,45,9,1,0,0,0,0,42,11,5,5,0,50,0,0
1,22,9,264,1151,1,0,0,75,0,100,0,1,0,0,1
1,31,5,0,0,0,43,31,3,6,3,63,43,0,0,0
0,14,9,17,0,0,0,0,75,0,26,16,0,2,0,0
2,11,9,437,1258,0,0,0,75,0,100,0,0,0,0,1
1,19,9,209,0,1,0,0,75,0,47,0,0,0,0,1
1,54,1,0,0,0,0,0,7,6,7,0,0,97,61,0
2,40,9,522,834,0,0,0,75,0,100,0,0,0,0,1
2,11,9,509,140,0,0,0,75,0,93,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,97,61,1
1,22,9,288,1213,1,0,0,75,0,100,0,0,0,0,1
2,11,9,505,878,0,0,0,74,2,100,0,0,0,0,1
1,50,9,612,707,1,0,0,75,0,3,0,0,0,0,1
1,50,9,161,955,1,0,0,75,0,0,0,0,3,0,1
1,22,9,353,548,1,0,0,75,0,100,0,0,0,0,1
1,19,9,352,0,1,0,0,75,0,28,0,0,0,0,1
2,40,9,149,24,0,0,0,75,0,1,0,0,0,0,1
1,0,4,494,1032,1,0,0,41,17,17,0,0,12,41,1
1,45,5,0,0,0,43,31,14,5,10,63,43,0,0,0
1,22,9,427,263,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,2,7,2,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,9,2,0,0,0,0,0,6,6,7,0,0,97,61,0
1,27,5,0,0,0,43,31,3,6,2,63,43,0,0,0
1,8,5,0,0,0,43,31,3,5,4,63,43,0,0,0
1,24,1,0,0,0,0,0,4,6,4,0,0,97,61,0
1,22,9,426,557,1,0,0,75,0,100,0,0,0,0,1
2,11,9,505,166,0,0,0,75,0,91,0,0,0,0,1
1,22,9,245,1109,1,0,0,75,0,100,0,0,0,0,1
1,58,5,0,0,0,43,31,2,6,2,63,43,0,0,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,52,1
1,56,5,0,0,0,43,31,57,45,9,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,1,7,2,63,43,0,0,0
0,14,9,523,0,0,0,0,75,0,100,0,0,0,0,0
1,32,1,0,0,0,0,0,8,7,7,0,0,97,61,0
1,22,9,288,506,1,0,0,75,0,100,0,0,0,0,1
0,13,9,220,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,284,541,1,0,0,75,0,100,0,0,0,0,1
1,19,9,73,0,1,0,0,75,0,55,0,0,0,0,1
1,50,9,88,705,1,0,0,75,0,86,0,0,0,0,1
1,37,5,0,0,0,43,31,1,7,0,63,43,0,0,0
1,43,5,0,0,0,43,31,7,7,3,63,43,0,0,0
1,50,9,307,713,1,0,0,75,0,48,0,0,0,0,1
2,11,9,505,1099,0,0,0,75,1,100,0,0,0,0,1
1,45,5,0,0,0,43,31,1,7,2,63,43,0,0,0
1,28,1,0,0,0,0,0,4,6,0,0,0,97,61,0
2,40,9,1,0,0,0,0,27,9,2,0,0,0,0,0
1,19,9,134,0,1,0,0,75,0,100,0,0,0,0,1
2,11,9,505,136,0,0,0,75,0,100,0,0,0,0,1
1,20,5,0,0,0,43,31,7,5,8,63,43,0,0,0
2,11,9,507,196,0,0,0,75,0,98,0,0,0,0,1
1,22,9,269,150,1,0,0,75,0,100,3,1,37,17,1
2,11,9,507,1132,0,0,0,75,0,96,0,0,0,0,1
1,51,5,0,0,0,43,31,18,5,9,63,43,0,0,0
1,19,9,73,0,1,0,0,75,0,72,0,0,0,0,1
1,22,9,465,1051,1,0,0,75,0,100,0,0,0,0,1
0,59,9,603,0,0,0,0,21,11,6,0,0,0,0,1
1,56,9,504,227,1,0,0,75,0,10,34,0,2,13,1
1,22,9,416,575,1,0,0,75,0,94,0,0,0,0,1
1,22,9,364,695,1,0,0,75,0,100,0,0,0,0,1
1,22,9,453,882,1,0,0,75,0,100,0,0,0,0,1
1,58,2,0,0,0,0,0,5,7,4,0,0,97,61,0
1,24,1,0,0,0,0,0,6,6,6,0,0,97,61,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,19,9,634,0,0,0,0,75,0,13,0,0,0,0,1
1,45,4,0,0,0,0,0,75,0,0,0,0,62,61,0
1,22,9,384,654,1,23,16,75,0,100,23,1,0,0,1
1,22,9,288,1254,1,0,0,75,0,100,0,0,0,0,1
2,39,9,513,918,0,0,0,75,0,55,0,0,0,0,1
2,45,9,276,0,0,0,0,75,0,83,0,0,0,0,0
1,45,1,0,0,0,0,0,9,7,3,0,0,97,61,0
1,45,5,0,0,0,43,31,8,5,9,63,43,0,0,0
1,22,9,421,570,1,0,0,75,0,100,0,0,0,0,1
2,11,9,505,166,0,0,0,75,0,100,0,0,0,0,1
1,22,9,447,587,1,0,0,75,0,100,0,0,0,0,1
1,0,4,350,1217,1,0,0,75,0,36,0,0,35,61,1
1,22,6,407,603,1,23,16,75,0,100,0,0,0,0,1
1,22,9,288,368,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,4,9,5,63,43,0,0,0
2,45,9,373,0,0,0,0,75,0,32,0,0,0,0,0
0,14,9,523,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,4,7,3,63,43,0,0,0
1,22,9,285,456,1,0,0,75,0,100,0,0,0,0,1
1,2,5,0,0,0,43,31,6,6,7,63,43,0,0,0
1,19,9,541,0,1,0,0,75,0,58,0,0,0,0,1
1,19,9,271,0,1,0,0,75,0,13,0,0,0,0,1
0,14,9,397,0,0,0,0,75,0,100,0,0,0,0,1
2,11,9,505,878,0,0,0,75,0,100,0,0,0,0,1
1,19,9,18,0,1,0,0,75,0,62,0,0,0,0,1
1,50,9,524,719,1,0,0,75,0,99,0,0,0,0,1
1,22,9,381,618,1,0,0,75,0,100,0,0,0,0,1
1,18,9,326,1158,1,0,0,75,0,27,0,0,0,0,1
2,11,9,502,145,0,0,0,75,0,99,0,0,0,0,1
1,37,5,0,0,0,43,31,18,6,7,63,43,0,0,0
1,63,5,0,0,0,43,31,8,6,8,63,43,0,0,0
1,45,5,0,0,0,43,31,1,8,1,63,43,0,0,0
1,22,9,393,635,1,0,0,75,0,100,0,0,0,0,1
1,50,9,583,705,1,0,0,75,0,41,0,1,0,0,1
1,3,5,0,0,0,43,31,4,6,4,63,43,0,0,0
1,15,5,0,0,0,43,31,1,6,1,63,43,0,0,0
1,19,5,0,0,0,43,31,11,6,2,63,43,0,0,0
1,50,9,41,1252,1,0,0,75,0,5,0,0,2,0,1
1,50,9,574,707,1,0,0,75,0,72,0,0,0,0,1
1,22,9,277,894,1,0,0,75,0,100,0,0,0,0,1
2,11,9,505,116,0,0,0,75,1,88,0,0,0,0,1
1,37,5,0,0,0,43,31,14,6,7,63,43,0,0,0
1,45,5,0,0,0,43,31,10,6,7,63,43,0,0,0
2,45,9,23,244,0,0,0,75,0,99,0,0,0,0,1
2,45,9,1,0,0,0,0,55,6,43,0,0,0,0,0
1,45,5,0,0,0,43,31,8,5,10,62,43,0,0,0
1,45,1,0,0,0,0,0,9,6,2,0,0,97,61,0
1,22,9,189,222,1,0,0,75,0,100,0,1,0,0,1
1,22,9,408,80,1,0,0,75,0,100,0,0,0,0,1
1,22,9,447,1080,1,0,0,75,0,100,0,0,0,0,1
1,22,9,277,703,1,0,0,75,0,100,0,0,0,0,1
1,31,5,0,0,0,43,31,2,7,1,63,43,0,0,0
1,22,5,0,0,0,43,31,37,8,26,63,43,0,0,0
1,22,9,483,577,1,19,14,75,0,100,0,0,0,0,1
1,45,1,0,0,0,0,0,6,6,7,0,0,97,61,0
1,30,5,0,0,0,43,31,3,7,1,63,43,0,0,0
1,22,9,276,1001,1,0,0,75,0,100,0,0,0,0,1
1,19,5,0,0,0,40,31,36,9,2,63,43,0,0,0
1,22,9,443,806,1,0,0,75,0,100,0,0,0,0,1
0,14,9,248,0,0,0,0,75,0,25,0,0,0,0,0
1,22,9,276,31,1,0,0,75,0,100,0,1,0,0,1
1,19,9,593,0,1,0,0,75,0,25,0,0,0,0,1
1,45,5,0,0,0,43,31,2,6,2,63,43,0,0,0
2,40,9,144,0,0,0,0,75,0,1,0,0,0,0,1
1,45,5,0,0,0,43,31,6,6,0,63,43,0,0,0
1,22,9,344,1122,1,0,0,75,0,100,0,0,0,0,1
1,22,5,0,0,0,43,31,3,6,3,63,43,0,0,0
1,62,5,0,0,0,43,31,1,7,1,63,43,0,0,0
0,57,9,534,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,19,11,4,63,43,0,0,0
1,22,9,426,581,1,0,0,75,0,96,0,0,0,0,1
2,11,9,505,1215,0,0,0,74,2,95,0,0,0,0,1
1,17,5,0,0,0,43,31,25,38,24,63,43,0,0,0
1,45,1,0,0,0,1,0,1,52,0,0,0,30,61,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,424,954,1,0,0,75,0,100,0,0,0,0,1
2,45,9,373,0,0,0,0,75,0,14,2,0,0,0,0
1,22,9,280,961,1,0,0,75,0,100,0,0,0,0,1
1,10,5,0,0,0,43,31,9,5,1,63,43,0,0,0
1,22,9,289,144,1,0,0,75,0,100,0,0,0,0,1
0,59,9,223,0,0,0,0,47,52,4,0,0,0,0,1
1,8,5,0,0,0,43,31,10,5,10,63,43,0,0,0
1,45,5,0,0,0,43,31,6,6,5,63,43,0,0,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,55,1
2,45,9,1,0,0,0,0,8,17,9,0,0,33,0,0
1,45,5,0,0,0,43,31,5,6,2,63,43,0,0,0
1,3,1,0,0,0,0,0,8,6,7,0,0,97,61,0
1,45,5,0,0,0,43,31,6,5,16,52,43,1,0,0
1,22,9,393,521,1,19,14,75,0,100,0,0,0,0,1
1,4,5,0,0,0,43,31,44,18,4,63,43,0,0,0
1,56,5,0,0,0,43,31,6,7,5,63,43,0,0,0
1,45,5,0,0,0,43,31,7,7,4,63,43,0,0,0
2,11,9,505,129,0,0,0,75,0,77,0,0,0,0,1
1,22,9,389,162,1,0,0,75,0,100,0,0,0,0,1
1,4,1,0,0,0,0,0,6,8,3,0,0,97,61,0
2,11,9,509,1154,0,0,0,75,0,92,0,0,0,0,1
1,50,9,6,770,1,0,0,75,0,67,1,1,0,0,1
1,22,9,273,1015,1,0,0,75,0,100,0,0,0,0,1
1,22,9,247,1130,1,0,0,75,0,100,0,0,0,0,1
1,32,5,0,0,0,43,31,1,5,1,63,43,0,0,0
1,45,5,0,0,0,43,31,16,5,10,63,43,0,0,0
1,22,9,270,775,1,0,0,75,0,100,0,0,0,0,1
1,19,9,442,0,1,0,0,75,0,100,0,0,0,0,0
2,11,9,660,0,0,0,0,75,0,54,0,0,0,0,1
1,22,9,529,1196,1,0,0,75,0,100,0,0,2,2,0
1,5,1,0,0,0,0,0,14,7,6,0,0,97,61,0
1,28,10,0,0,0,43,31,75,0,1,55,43,0,0,0
1,24,5,0,0,0,43,31,4,6,4,63,43,0,0,0
1,22,9,485,675,1,0,0,75,0,100,0,0,0,0,1
2,40,9,522,834,0,0,0,75,0,100,0,0,0,0,1
1,22,9,422,1047,1,0,0,75,0,100,0,0,0,0,1
1,29,5,0,0,0,43,31,2,6,2,63,43,0,0,0
1,25,1,0,0,0,0,0,1,7,1,0,0,97,61,0
1,22,9,244,298,1,0,0,75,0,100,0,0,0,0,1
1,27,5,0,0,0,43,31,2,7,0,63,43,0,0,0
1,45,5,0,0,0,43,31,6,6,6,63,43,0,0,0
1,40,4,1,0,0,0,0,75,0,1,0,0,97,61,0
1,3,9,658,798,1,0,0,47,52,5,0,0,0,0,1
1,22,9,418,604,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,6,6,4,63,43,0,0,0
1,45,10,0,0,0,43,31,75,0,0,59,43,0,0,0
2,11,9,509,1160,0,0,0,75,1,100,0,0,0,0,1
2,45,9,262,438,0,0,0,75,0,84,0,0,0,0,1
2,11,9,501,1117,0,0,0,75,0,100,0,0,0,0,1
1,24,5,0,0,0,43,31,2,5,2,63,43,0,0,0
1,19,9,343,0,0,0,0,75,0,11,51,0,0,0,1
2,45,9,373,0,0,1,0,74,2,32,0,0,0,0,0
1,22,9,349,891,1,0,0,75,0,100,0,0,0,0,1
1,15,1,0,0,0,0,0,10,8,5,0,0,97,61,0
1,50,9,430,705,1,0,0,75,0,82,0,0,0,0,1
1,22,5,0,0,0,43,31,6,6,2,63,43,0,0,0
1,19,9,170,0,0,0,0,75,0,51,0,0,0,0,1
1,16,5,0,0,0,43,31,9,5,5,63,43,0,0,0
1,22,6,244,772,1,43,31,75,0,100,1,0,0,0,1
1,50,9,278,839,1,0,0,75,0,6,57,0,0,0,1
1,18,9,670,588,1,0,0,75,0,15,0,0,0,0,1
1,60,5,0,0,0,43,31,2,6,3,63,43,0,0,0
1,40,9,137,0,1,0,0,47,52,1,2,0,0,0,1
1,22,9,223,363,1,0,0,75,0,100,0,0,0,0,1
2,11,9,502,161,0,0,0,75,0,92,0,0,0,0,1
2,11,9,509,897,0,0,0,47,52,96,0,0,0,0,1
1,17,9,611,463,0,0,0,75,0,5,0,0,4,8,1
1,22,9,288,843,1,0,0,75,0,100,0,0,0,0,1
1,22,9,390,522,1,0,0,75,0,100,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,97,55,1
1,22,9,272,585,1,0,0,75,0,100,0,0,0,0,1
2,11,9,460,0,0,0,0,75,0,24,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,72,0,0,70,61,1
1,22,9,332,815,1,0,0,75,0,100,0,0,0,0,1
1,19,9,652,0,1,0,0,75,0,26,0,0,0,0,1
1,19,9,651,0,1,0,0,75,0,36,0,0,0,0,1
2,11,9,507,888,0,0,0,74,1,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,2,6,3,63,43,0,0,0
1,40,1,0,0,0,18,0,0,52,0,23,0,73,61,0
1,40,1,0,0,0,10,0,0,52,0,11,0,87,61,0
1,22,9,191,1098,1,0,0,75,0,100,0,0,0,0,1
1,22,9,416,994,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,1,7,1,63,43,0,0,0
1,63,5,0,0,0,43,31,2,5,2,63,43,0,0,0
1,22,9,405,41,1,0,0,75,0,43,25,0,0,0,1
1,45,5,0,0,0,43,31,6,9,4,63,43,0,0,0
2,11,9,498,847,0,0,0,75,0,100,0,0,0,0,1
1,22,9,351,648,1,0,0,75,0,100,0,0,0,0,1
2,11,9,507,888,0,0,0,75,0,100,0,0,0,0,1
1,22,9,208,925,1,0,0,75,0,100,0,0,0,0,1
1,56,5,0,0,0,43,31,25,7,26,62,40,0,0,0
1,40,1,0,0,0,6,0,0,52,0,8,0,88,61,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
2,11,9,98,878,0,0,0,75,1,77,0,0,0,0,1
1,45,1,0,0,0,0,0,30,9,3,0,0,97,61,0
1,50,9,274,713,1,0,0,75,0,57,1,0,1,0,1
1,22,9,272,550,1,0,0,75,0,100,0,0,0,0,1
2,11,9,505,1117,0,0,0,75,0,94,0,0,0,0,1
1,22,9,329,397,1,0,0,75,0,100,2,1,0,0,1
1,19,9,152,0,0,0,0,75,0,100,0,0,0,0,1
1,45,1,0,0,0,0,0,14,5,7,0,0,97,61,0
1,12,2,0,0,0,0,0,0,7,0,0,0,97,61,0
1,22,9,500,968,1,0,0,75,0,100,0,0,0,0,1
1,45,4,0,0,0,0,0,33,45,0,0,0,64,61,0
1,50,9,371,727,1,0,0,75,0,38,0,0,0,0,1
1,22,9,304,402,1,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,10,1,0,0,0,0,0,3,6,4,0,0,97,61,0
1,22,9,270,360,1,0,0,75,0,100,0,0,0,0,1
1,45,1,0,0,0,0,0,75,0,4,0,0,93,61,0
1,62,5,0,0,0,43,31,6,6,5,63,43,0,0,0
1,45,4,0,0,0,0,0,75,0,0,0,0,36,61,0
1,45,5,0,0,0,43,31,3,6,4,63,43,0,0,0
1,22,9,279,968,1,0,0,75,0,100,2,1,0,0,1
2,11,9,501,862,0,0,0,75,0,100,0,0,0,0,1
1,22,9,414,694,1,0,0,75,0,96,0,0,0,0,1
1,60,5,0,0,0,43,31,3,6,2,63,43,0,0,0
1,45,1,0,0,0,0,0,8,6,3,0,0,97,61,0
1,4,5,0,0,0,43,31,4,7,8,63,43,0,0,0
1,45,4,0,0,0,0,0,8,40,1,1,0,37,61,0
1,37,5,0,0,0,43,31,2,5,2,63,43,0,0,0
0,13,9,220,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,14,6,6,63,43,0,0,0
1,22,9,396,63,1,0,0,75,0,100,0,0,0,0,1
1,22,9,289,867,1,0,0,75,0,100,0,0,0,0,1
1,25,5,0,0,0,43,31,6,7,5,63,43,0,0,0
2,45,9,1,1124,0,0,0,49,10,6,16,0,55,0,0
1,12,4,0,0,0,0,0,75,0,1,0,0,10,61,0
1,22,9,332,818,1,0,0,75,0,100,0,0,0,0,1
1,22,9,281,372,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,4,6,2,63,43,0,0,0
1,19,9,541,0,0,0,0,75,0,52,0,0,0,0,1
1,37,5,0,0,0,43,31,5,5,1,63,43,0,0,0
1,19,9,397,0,1,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,22,22,2,63,43,0,0,0
1,25,5,0,0,0,43,31,4,7,3,63,43,0,0,0
0,14,9,17,0,0,0,0,75,0,78,0,0,0,0,0
1,22,9,418,743,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,5,7,8,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,22,5,0,0,0,43,31,75,0,67,43,43,0,0,0
1,31,5,0,0,0,43,31,2,7,1,63,43,0,0,0
1,19,9,322,0,1,0,0,75,0,8,0,0,78,2,1
1,45,1,0,0,0,0,0,2,9,6,0,0,97,61,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,52,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
0,14,9,154,0,0,0,0,75,0,100,0,0,0,0,0
1,56,5,0,0,0,43,31,11,5,0,63,43,0,0,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,58,1
1,45,5,0,0,0,43,31,9,6,6,63,43,0,0,0
1,22,9,257,356,1,0,0,75,0,100,1,0,0,0,1
1,58,5,0,0,0,43,31,3,5,3,63,43,0,0,0
1,22,9,431,1136,1,0,0,75,0,100,0,0,0,0,1
0,13,9,220,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,257,292,1,0,0,75,0,100,0,0,0,0,1
1,6,4,0,0,0,0,0,75,0,0,0,0,97,61,0
1,22,9,293,153,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,0,6,6,63,43,0,0,0
1,22,9,381,51,1,0,0,75,0,100,0,0,0,0,1
2,11,9,505,52,0,0,0,75,0,100,0,0,0,0,1
1,63,5,0,0,0,43,31,2,7,2,63,43,0,0,0
1,55,5,0,0,0,43,31,7,6,6,63,43,0,0,0
1,22,9,277,492,1,0,0,75,0,100,0,0,0,0,1
1,22,9,254,1069,1,0,0,75,0,100,0,0,0,0,1
1,24,5,0,0,0,43,31,5,6,5,63,43,0,0,0
1,50,9,346,710,1,0,0,75,0,69,3,1,0,0,1
1,56,5,0,0,0,43,31,26,17,15,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,44,2,0,0,0,0,0,5,6,2,0,0,97,61,0
1,45,5,0,0,0,42,31,5,7,6,63,43,0,0,0
1,45,4,0,0,0,0,0,75,0,0,0,0,97,61,0
1,22,1,0,0,0,0,0,75,0,100,0,0,72,49,1
1,23,5,0,0,0,43,31,3,6,2,63,43,0,0,0
1,45,5,0,0,0,43,31,5,6,1,63,43,0,0,0
1,7,5,0,0,0,43,31,16,6,7,63,43,0,0,0
1,33,5,0,0,0,43,31,13,5,5,63,43,0,0,0
1,40,1,0,0,0,6,0,0,52,0,8,0,89,61,0
1,45,4,0,0,0,0,0,75,0,1,0,0,21,61,0
1,22,9,529,1196,1,0,0,75,0,100,0,0,5,5,0
1,2,5,0,0,0,43,31,12,6,1,63,43,0,0,0
1,22,9,299,742,1,0,0,75,0,100,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,97,51,1
1,22,9,286,1275,1,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,33,14,5,63,43,0,0,0
1,16,5,0,0,0,43,31,17,6,4,63,43,0,0,0
1,22,9,319,671,1,0,0,75,0,100,0,0,0,0,1
1,22,9,249,1275,1,0,0,75,0,100,0,0,0,0,1
1,40,4,1,0,0,0,0,75,0,1,0,0,97,61,0
1,19,9,235,0,1,0,0,75,0,58,0,3,0,0,1
1,24,5,0,0,0,43,31,2,7,2,63,43,0,0,0
1,45,5,0,0,0,43,31,3,6,2,63,43,0,0,0
1,22,9,301,194,1,0,0,75,0,98,0,0,0,0,1
2,11,9,501,862,0,0,0,75,0,93,0,0,0,0,1
2,40,9,151,24,0,0,0,75,0,1,0,0,0,0,1
1,50,9,454,705,1,0,0,75,0,58,0,1,0,0,1
1,22,9,416,728,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,2,6,2,63,43,0,0,0
1,50,9,292,932,1,0,0,75,0,14,0,0,81,0,1
1,22,9,280,1144,1,0,0,75,0,100,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,19,2,0,52,0,0
0,14,9,397,0,0,0,0,75,0,100,0,0,0,0,1
1,22,9,290,546,1,4,3,75,0,100,4,1,0,0,1
1,22,9,435,373,1,0,0,75,0,100,0,0,0,0,1
1,18,5,0,0,0,43,31,4,5,4,63,43,0,0,0
1,45,5,0,0,0,43,31,3,9,1,63,43,0,0,0
0,14,9,17,0,0,0,0,75,0,95,0,0,1,0,0
1,2,5,0,0,0,43,31,4,6,4,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
0,14,9,154,0,0,0,0,75,0,100,0,0,0,0,0
1,45,1,0,0,0,0,0,6,8,3,0,0,97,61,0
1,50,9,90,716,1,0,0,75,0,58,0,0,0,0,1
1,22,9,354,984,1,0,0,75,0,100,0,0,0,0,1
2,11,9,584,888,0,0,0,75,0,74,0,0,0,0,1
1,22,9,310,1018,1,0,0,75,0,100,0,0,0,0,1
1,18,9,94,526,1,0,0,75,0,27,0,0,1,0,0
1,50,9,672,710,1,0,0,75,0,63,0,0,0,0,1
1,50,5,0,0,0,43,31,0,6,0,63,43,0,0,0
2,11,9,502,1154,0,0,0,75,0,92,0,0,0,0,1
1,18,5,0,0,0,43,31,7,6,7,63,43,0,0,0
1,6,1,0,0,0,0,0,47,52,0,0,0,97,61,0
0,13,9,220,0,0,0,0,75,0,100,0,0,0,0,0
2,45,9,373,0,0,1,0,74,3,26,0,0,0,0,0
2,11,9,509,140,0,0,0,75,0,99,0,0,0,0,1
2,45,9,276,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,389,732,1,0,0,75,0,100,0,0,0,0,1
1,19,9,651,0,1,0,0,75,0,10,0,0,74,0,1
1,22,9,151,107,1,0,0,75,0,100,0,0,0,0,1
